EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD01036,KSP/DIS013/2026/01036,Digital Document,Key forensic evidence collected for Economic Offence by Chamarajanagara Officer 1.,Chamarajanagara Officer 1,2026-05-01,Verified & Cataloged,EV-2026-1036,Chamarajanagara Traffic PS Crime Scene,Central Station Locker,OFF191,FSL Chamarajanagara,FSL-REPORT-1036,Intact Chain of Custody,evidence_1036.jpg,Indexed via AI OCR
EVD01037,KSP/DIS014/2026/01037,Physical Weapon,Key forensic evidence collected for White Collar Crime by Kodagu Officer 2.,Kodagu Officer 2,2026-06-02,Verified & Cataloged,EV-2026-1037,Kodagu Town PS Crime Scene,Central Station Locker,OFF207,FSL Kodagu,FSL-REPORT-1037,Intact Chain of Custody,evidence_1037.jpg,Indexed via AI OCR
EVD01038,KSP/DIS015/2026/01038,Video Footage,Key forensic evidence collected for Smuggling by Dakshina Kannada (Mangaluru) Officer 3.,Dakshina Kannada (Mangaluru) Officer 3,2026-07-03,Verified & Cataloged,EV-2026-1038,Dakshina Kannada (Mangaluru) Central PS Crime Scene,Central Station Locker,OFF223,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-1038,Intact Chain of Custody,evidence_1038.jpg,Indexed via AI OCR
EVD01039,KSP/DIS016/2026/01039,Digital Document,Key forensic evidence collected for Extortion by Udupi Officer 4.,Udupi Officer 4,2026-08-04,Verified & Cataloged,EV-2026-1039,Udupi Cyber Crime PS Crime Scene,Central Station Locker,OFF239,FSL Udupi,FSL-REPORT-1039,Intact Chain of Custody,evidence_1039.jpg,Indexed via AI OCR
EVD01040,KSP/DIS017/2026/01040,Physical Weapon,Key forensic evidence collected for Blackmail by Uttara Kannada (Karwar) Officer 5.,Uttara Kannada (Karwar) Officer 5,2026-09-05,Verified & Cataloged,EV-2026-1040,Uttara Kannada (Karwar) Traffic PS Crime Scene,Central Station Locker,OFF255,FSL Uttara Kannada (Karwar),FSL-REPORT-1040,Intact Chain of Custody,evidence_1040.jpg,Indexed via AI OCR
EVD01041,KSP/DIS018/2026/01041,Video Footage,Key forensic evidence collected for Counterfeit Currency by Belagavi Officer 6.,Belagavi Officer 6,2026-10-06,Verified & Cataloged,EV-2026-1041,Belagavi Town PS Crime Scene,Central Station Locker,OFF271,FSL Belagavi,FSL-REPORT-1041,Intact Chain of Custody,evidence_1041.jpg,Indexed via AI OCR
EVD01042,KSP/DIS019/2026/01042,Digital Document,Key forensic evidence collected for Fake Documents by Dharwad Officer 7.,Dharwad Officer 7,2026-11-07,Verified & Cataloged,EV-2026-1042,Dharwad Central PS Crime Scene,Central Station Locker,OFF287,FSL Dharwad,FSL-REPORT-1042,Intact Chain of Custody,evidence_1042.jpg,Indexed via AI OCR
EVD01043,KSP/DIS020/2026/01043,Physical Weapon,Key forensic evidence collected for Hit and Run by Hubballi City Officer 8.,Hubballi City Officer 8,2026-12-08,Verified & Cataloged,EV-2026-1043,Hubballi City Cyber Crime PS Crime Scene,Central Station Locker,OFF303,FSL Hubballi City,FSL-REPORT-1043,Intact Chain of Custody,evidence_1043.jpg,Indexed via AI OCR
EVD01044,KSP/DIS021/2026/01044,Video Footage,Key forensic evidence collected for Road Accident by Gadag Officer 9.,Gadag Officer 9,2026-01-09,Verified & Cataloged,EV-2026-1044,Gadag Traffic PS Crime Scene,Central Station Locker,OFF319,FSL Gadag,FSL-REPORT-1044,Intact Chain of Custody,evidence_1044.jpg,Indexed via AI OCR
EVD01045,KSP/DIS022/2026/01045,Digital Document,Key forensic evidence collected for Fire Incident by Haveri Officer 10.,Haveri Officer 10,2026-02-10,Verified & Cataloged,EV-2026-1045,Haveri Town PS Crime Scene,Central Station Locker,OFF335,FSL Haveri,FSL-REPORT-1045,Intact Chain of Custody,evidence_1045.jpg,Indexed via AI OCR
EVD01046,KSP/DIS023/2026/01046,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Vijayapura Officer 11.,Vijayapura Officer 11,2026-03-11,Verified & Cataloged,EV-2026-1046,Vijayapura Central PS Crime Scene,Central Station Locker,OFF351,FSL Vijayapura,FSL-REPORT-1046,Intact Chain of Custody,evidence_1046.jpg,Indexed via AI OCR
EVD01047,KSP/DIS024/2026/01047,Video Footage,Key forensic evidence collected for Suicide Investigation by Bagalkote Officer 12.,Bagalkote Officer 12,2026-04-12,Verified & Cataloged,EV-2026-1047,Bagalkote Cyber Crime PS Crime Scene,Central Station Locker,OFF367,FSL Bagalkote,FSL-REPORT-1047,Intact Chain of Custody,evidence_1047.jpg,Indexed via AI OCR
EVD01048,KSP/DIS025/2026/01048,Digital Document,Key forensic evidence collected for Property Disputes by Kalaburagi Officer 13.,Kalaburagi Officer 13,2026-05-13,Verified & Cataloged,EV-2026-1048,Kalaburagi Traffic PS Crime Scene,Central Station Locker,OFF383,FSL Kalaburagi,FSL-REPORT-1048,Intact Chain of Custody,evidence_1048.jpg,Indexed via AI OCR
EVD01049,KSP/DIS026/2026/01049,Physical Weapon,Key forensic evidence collected for Public Disturbance by Bidar Officer 14.,Bidar Officer 14,2026-06-14,Verified & Cataloged,EV-2026-1049,Bidar Town PS Crime Scene,Central Station Locker,OFF399,FSL Bidar,FSL-REPORT-1049,Intact Chain of Custody,evidence_1049.jpg,Indexed via AI OCR
EVD01050,KSP/DIS027/2026/01050,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Raichur Officer 15.,Raichur Officer 15,2026-07-15,Verified & Cataloged,EV-2026-1050,Raichur Central PS Crime Scene,Central Station Locker,OFF415,FSL Raichur,FSL-REPORT-1050,Intact Chain of Custody,evidence_1050.jpg,Indexed via AI OCR
EVD01051,KSP/DIS028/2026/01051,Digital Document,Key forensic evidence collected for Murder by Koppal Officer 1.,Koppal Officer 1,2026-08-16,Verified & Cataloged,EV-2026-1051,Koppal Cyber Crime PS Crime Scene,Central Station Locker,OFF416,FSL Koppal,FSL-REPORT-1051,Intact Chain of Custody,evidence_1051.jpg,Indexed via AI OCR
EVD01052,KSP/DIS029/2026/01052,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Yadgir Officer 2.,Yadgir Officer 2,2026-09-17,Verified & Cataloged,EV-2026-1052,Yadgir Traffic PS Crime Scene,Central Station Locker,OFF432,FSL Yadgir,FSL-REPORT-1052,Intact Chain of Custody,evidence_1052.jpg,Indexed via AI OCR
EVD01053,KSP/DIS030/2026/01053,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Ballari Officer 3.,Ballari Officer 3,2026-10-18,Verified & Cataloged,EV-2026-1053,Ballari Town PS Crime Scene,Central Station Locker,OFF448,FSL Ballari,FSL-REPORT-1053,Intact Chain of Custody,evidence_1053.jpg,Indexed via AI OCR
EVD01054,KSP/DIS031/2026/01054,Digital Document,Key forensic evidence collected for Kidnapping by Vijayanagara (Hospete) Officer 4.,Vijayanagara (Hospete) Officer 4,2026-11-19,Verified & Cataloged,EV-2026-1054,Vijayanagara (Hospete) Central PS Crime Scene,Central Station Locker,OFF464,FSL Vijayanagara (Hospete),FSL-REPORT-1054,Intact Chain of Custody,evidence_1054.jpg,Indexed via AI OCR
EVD01055,KSP/DIS001/2026/01055,Physical Weapon,Key forensic evidence collected for Missing Person by Suresh Patil.,Suresh Patil,2026-12-20,Verified & Cataloged,EV-2026-1055,Bengaluru Urban Central PS Crime Scene,Central Station Locker,OFF005,FSL Bengaluru Urban,FSL-REPORT-1055,Intact Chain of Custody,evidence_1055.jpg,Indexed via AI OCR
EVD01056,KSP/DIS002/2026/01056,Video Footage,Key forensic evidence collected for Theft by Bengaluru Rural Officer 6.,Bengaluru Rural Officer 6,2026-01-21,Verified & Cataloged,EV-2026-1056,Bengaluru Rural Traffic PS Crime Scene,Central Station Locker,OFF031,FSL Bengaluru Rural,FSL-REPORT-1056,Intact Chain of Custody,evidence_1056.jpg,Indexed via AI OCR
EVD01057,KSP/DIS003/2026/01057,Digital Document,Key forensic evidence collected for Vehicle Theft by Ramanagara Officer 7.,Ramanagara Officer 7,2026-02-22,Verified & Cataloged,EV-2026-1057,Ramanagara Town PS Crime Scene,Central Station Locker,OFF047,FSL Ramanagara,FSL-REPORT-1057,Intact Chain of Custody,evidence_1057.jpg,Indexed via AI OCR
EVD01058,KSP/DIS004/2026/01058,Physical Weapon,Key forensic evidence collected for Burglary by Chikkaballapura Officer 8.,Chikkaballapura Officer 8,2026-03-23,Verified & Cataloged,EV-2026-1058,Chikkaballapura Central PS Crime Scene,Central Station Locker,OFF063,FSL Chikkaballapura,FSL-REPORT-1058,Intact Chain of Custody,evidence_1058.jpg,Indexed via AI OCR
EVD01059,KSP/DIS005/2026/01059,Video Footage,Key forensic evidence collected for Robbery by Kolar Officer 9.,Kolar Officer 9,2026-04-24,Verified & Cataloged,EV-2026-1059,Kolar Cyber Crime PS Crime Scene,Central Station Locker,OFF079,FSL Kolar,FSL-REPORT-1059,Intact Chain of Custody,evidence_1059.jpg,Indexed via AI OCR
EVD01060,KSP/DIS006/2026/01060,Digital Document,Key forensic evidence collected for Chain Snatching by Tumakuru Officer 10.,Tumakuru Officer 10,2026-05-25,Verified & Cataloged,EV-2026-1060,Tumakuru Traffic PS Crime Scene,Central Station Locker,OFF095,FSL Tumakuru,FSL-REPORT-1060,Intact Chain of Custody,evidence_1060.jpg,Indexed via AI OCR
EVD01061,KSP/DIS007/2026/01061,Physical Weapon,Key forensic evidence collected for Cyber Crime by Shivamogga Officer 11.,Shivamogga Officer 11,2026-06-26,Verified & Cataloged,EV-2026-1061,Shivamogga Town PS Crime Scene,Central Station Locker,OFF111,FSL Shivamogga,FSL-REPORT-1061,Intact Chain of Custody,evidence_1061.jpg,Indexed via AI OCR
EVD01062,KSP/DIS008/2026/01062,Video Footage,Key forensic evidence collected for UPI Fraud by Chitradurga Officer 12.,Chitradurga Officer 12,2026-07-27,Verified & Cataloged,EV-2026-1062,Chitradurga Central PS Crime Scene,Central Station Locker,OFF127,FSL Chitradurga,FSL-REPORT-1062,Intact Chain of Custody,evidence_1062.jpg,Indexed via AI OCR
EVD01063,KSP/DIS009/2026/01063,Digital Document,Key forensic evidence collected for Online Banking Fraud by Davanagere Officer 13.,Davanagere Officer 13,2026-08-28,Verified & Cataloged,EV-2026-1063,Davanagere Cyber Crime PS Crime Scene,Central Station Locker,OFF143,FSL Davanagere,FSL-REPORT-1063,Intact Chain of Custody,evidence_1063.jpg,Indexed via AI OCR
EVD01064,KSP/DIS010/2026/01064,Physical Weapon,Key forensic evidence collected for Identity Theft by Mysuru Officer 14.,Mysuru Officer 14,2026-09-01,Verified & Cataloged,EV-2026-1064,Mysuru Traffic PS Crime Scene,Central Station Locker,OFF159,FSL Mysuru,FSL-REPORT-1064,Intact Chain of Custody,evidence_1064.jpg,Indexed via AI OCR
EVD01065,KSP/DIS011/2026/01065,Video Footage,Key forensic evidence collected for ATM Fraud by Mandya Officer 15.,Mandya Officer 15,2026-10-02,Verified & Cataloged,EV-2026-1065,Mandya Town PS Crime Scene,Central Station Locker,OFF175,FSL Mandya,FSL-REPORT-1065,Intact Chain of Custody,evidence_1065.jpg,Indexed via AI OCR
EVD01066,KSP/DIS012/2026/01066,Digital Document,Key forensic evidence collected for Rape by Hassan Officer 1.,Hassan Officer 1,2026-11-03,Verified & Cataloged,EV-2026-1066,Hassan Central PS Crime Scene,Central Station Locker,OFF176,FSL Hassan,FSL-REPORT-1066,Intact Chain of Custody,evidence_1066.jpg,Indexed via AI OCR
EVD01067,KSP/DIS013/2026/01067,Physical Weapon,Key forensic evidence collected for Sexual Assault by Chamarajanagara Officer 2.,Chamarajanagara Officer 2,2026-12-04,Verified & Cataloged,EV-2026-1067,Chamarajanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF192,FSL Chamarajanagara,FSL-REPORT-1067,Intact Chain of Custody,evidence_1067.jpg,Indexed via AI OCR
EVD01068,KSP/DIS014/2026/01068,Video Footage,Key forensic evidence collected for POCSO by Kodagu Officer 3.,Kodagu Officer 3,2026-01-05,Verified & Cataloged,EV-2026-1068,Kodagu Traffic PS Crime Scene,Central Station Locker,OFF208,FSL Kodagu,FSL-REPORT-1068,Intact Chain of Custody,evidence_1068.jpg,Indexed via AI OCR
EVD01069,KSP/DIS015/2026/01069,Digital Document,Key forensic evidence collected for Domestic Violence by Dakshina Kannada (Mangaluru) Officer 4.,Dakshina Kannada (Mangaluru) Officer 4,2026-02-06,Verified & Cataloged,EV-2026-1069,Dakshina Kannada (Mangaluru) Town PS Crime Scene,Central Station Locker,OFF224,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-1069,Intact Chain of Custody,evidence_1069.jpg,Indexed via AI OCR
EVD01070,KSP/DIS016/2026/01070,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Udupi Officer 5.,Udupi Officer 5,2026-03-07,Verified & Cataloged,EV-2026-1070,Udupi Central PS Crime Scene,Central Station Locker,OFF240,FSL Udupi,FSL-REPORT-1070,Intact Chain of Custody,evidence_1070.jpg,Indexed via AI OCR
EVD01071,KSP/DIS017/2026/01071,Video Footage,Key forensic evidence collected for Drug Trafficking by Uttara Kannada (Karwar) Officer 6.,Uttara Kannada (Karwar) Officer 6,2026-04-08,Verified & Cataloged,EV-2026-1071,Uttara Kannada (Karwar) Cyber Crime PS Crime Scene,Central Station Locker,OFF256,FSL Uttara Kannada (Karwar),FSL-REPORT-1071,Intact Chain of Custody,evidence_1071.jpg,Indexed via AI OCR
EVD01072,KSP/DIS018/2026/01072,Digital Document,Key forensic evidence collected for Human Trafficking by Belagavi Officer 7.,Belagavi Officer 7,2026-05-09,Verified & Cataloged,EV-2026-1072,Belagavi Traffic PS Crime Scene,Central Station Locker,OFF272,FSL Belagavi,FSL-REPORT-1072,Intact Chain of Custody,evidence_1072.jpg,Indexed via AI OCR
EVD01073,KSP/DIS019/2026/01073,Physical Weapon,Key forensic evidence collected for Gambling by Dharwad Officer 8.,Dharwad Officer 8,2026-06-10,Verified & Cataloged,EV-2026-1073,Dharwad Town PS Crime Scene,Central Station Locker,OFF288,FSL Dharwad,FSL-REPORT-1073,Intact Chain of Custody,evidence_1073.jpg,Indexed via AI OCR
EVD01074,KSP/DIS020/2026/01074,Video Footage,Key forensic evidence collected for Wildlife Crime by Hubballi City Officer 9.,Hubballi City Officer 9,2026-07-11,Verified & Cataloged,EV-2026-1074,Hubballi City Central PS Crime Scene,Central Station Locker,OFF304,FSL Hubballi City,FSL-REPORT-1074,Intact Chain of Custody,evidence_1074.jpg,Indexed via AI OCR
EVD01075,KSP/DIS021/2026/01075,Digital Document,Key forensic evidence collected for Forest Crime by Gadag Officer 10.,Gadag Officer 10,2026-08-12,Verified & Cataloged,EV-2026-1075,Gadag Cyber Crime PS Crime Scene,Central Station Locker,OFF320,FSL Gadag,FSL-REPORT-1075,Intact Chain of Custody,evidence_1075.jpg,Indexed via AI OCR
EVD01076,KSP/DIS022/2026/01076,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Haveri Officer 11.,Haveri Officer 11,2026-09-13,Verified & Cataloged,EV-2026-1076,Haveri Traffic PS Crime Scene,Central Station Locker,OFF336,FSL Haveri,FSL-REPORT-1076,Intact Chain of Custody,evidence_1076.jpg,Indexed via AI OCR
EVD01077,KSP/DIS023/2026/01077,Video Footage,Key forensic evidence collected for Corruption by Vijayapura Officer 12.,Vijayapura Officer 12,2026-10-14,Verified & Cataloged,EV-2026-1077,Vijayapura Town PS Crime Scene,Central Station Locker,OFF352,FSL Vijayapura,FSL-REPORT-1077,Intact Chain of Custody,evidence_1077.jpg,Indexed via AI OCR
EVD01078,KSP/DIS024/2026/01078,Digital Document,Key forensic evidence collected for Economic Offence by Bagalkote Officer 13.,Bagalkote Officer 13,2026-11-15,Verified & Cataloged,EV-2026-1078,Bagalkote Central PS Crime Scene,Central Station Locker,OFF368,FSL Bagalkote,FSL-REPORT-1078,Intact Chain of Custody,evidence_1078.jpg,Indexed via AI OCR
EVD01079,KSP/DIS025/2026/01079,Physical Weapon,Key forensic evidence collected for White Collar Crime by Kalaburagi Officer 14.,Kalaburagi Officer 14,2026-12-16,Verified & Cataloged,EV-2026-1079,Kalaburagi Cyber Crime PS Crime Scene,Central Station Locker,OFF384,FSL Kalaburagi,FSL-REPORT-1079,Intact Chain of Custody,evidence_1079.jpg,Indexed via AI OCR
EVD01080,KSP/DIS026/2026/01080,Video Footage,Key forensic evidence collected for Smuggling by Bidar Officer 15.,Bidar Officer 15,2026-01-17,Verified & Cataloged,EV-2026-1080,Bidar Traffic PS Crime Scene,Central Station Locker,OFF400,FSL Bidar,FSL-REPORT-1080,Intact Chain of Custody,evidence_1080.jpg,Indexed via AI OCR
EVD01081,KSP/DIS027/2026/01081,Digital Document,Key forensic evidence collected for Extortion by Raichur Officer 1.,Raichur Officer 1,2026-02-18,Verified & Cataloged,EV-2026-1081,Raichur Town PS Crime Scene,Central Station Locker,OFF401,FSL Raichur,FSL-REPORT-1081,Intact Chain of Custody,evidence_1081.jpg,Indexed via AI OCR
EVD01082,KSP/DIS028/2026/01082,Physical Weapon,Key forensic evidence collected for Blackmail by Koppal Officer 2.,Koppal Officer 2,2026-03-19,Verified & Cataloged,EV-2026-1082,Koppal Central PS Crime Scene,Central Station Locker,OFF417,FSL Koppal,FSL-REPORT-1082,Intact Chain of Custody,evidence_1082.jpg,Indexed via AI OCR
EVD01083,KSP/DIS029/2026/01083,Video Footage,Key forensic evidence collected for Counterfeit Currency by Yadgir Officer 3.,Yadgir Officer 3,2026-04-20,Verified & Cataloged,EV-2026-1083,Yadgir Cyber Crime PS Crime Scene,Central Station Locker,OFF433,FSL Yadgir,FSL-REPORT-1083,Intact Chain of Custody,evidence_1083.jpg,Indexed via AI OCR
EVD01084,KSP/DIS030/2026/01084,Digital Document,Key forensic evidence collected for Fake Documents by Ballari Officer 4.,Ballari Officer 4,2026-05-21,Verified & Cataloged,EV-2026-1084,Ballari Traffic PS Crime Scene,Central Station Locker,OFF449,FSL Ballari,FSL-REPORT-1084,Intact Chain of Custody,evidence_1084.jpg,Indexed via AI OCR
EVD01085,KSP/DIS031/2026/01085,Physical Weapon,Key forensic evidence collected for Hit and Run by Vijayanagara (Hospete) Officer 5.,Vijayanagara (Hospete) Officer 5,2026-06-22,Verified & Cataloged,EV-2026-1085,Vijayanagara (Hospete) Town PS Crime Scene,Central Station Locker,OFF465,FSL Vijayanagara (Hospete),FSL-REPORT-1085,Intact Chain of Custody,evidence_1085.jpg,Indexed via AI OCR
EVD01086,KSP/DIS001/2026/01086,Video Footage,Key forensic evidence collected for Road Accident by Bengaluru Urban Officer 9.,Bengaluru Urban Officer 9,2026-07-23,Verified & Cataloged,EV-2026-1086,Whitefield Police Station Crime Scene,Central Station Locker,OFF019,FSL Bengaluru Urban,FSL-REPORT-1086,Intact Chain of Custody,evidence_1086.jpg,Indexed via AI OCR
EVD01087,KSP/DIS002/2026/01087,Digital Document,Key forensic evidence collected for Fire Incident by Bengaluru Rural Officer 7.,Bengaluru Rural Officer 7,2026-08-24,Verified & Cataloged,EV-2026-1087,Bengaluru Rural Cyber Crime PS Crime Scene,Central Station Locker,OFF032,FSL Bengaluru Rural,FSL-REPORT-1087,Intact Chain of Custody,evidence_1087.jpg,Indexed via AI OCR
EVD01088,KSP/DIS003/2026/01088,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Ramanagara Officer 8.,Ramanagara Officer 8,2026-09-25,Verified & Cataloged,EV-2026-1088,Ramanagara Traffic PS Crime Scene,Central Station Locker,OFF048,FSL Ramanagara,FSL-REPORT-1088,Intact Chain of Custody,evidence_1088.jpg,Indexed via AI OCR
EVD01089,KSP/DIS004/2026/01089,Video Footage,Key forensic evidence collected for Suicide Investigation by Chikkaballapura Officer 9.,Chikkaballapura Officer 9,2026-10-26,Verified & Cataloged,EV-2026-1089,Chikkaballapura Town PS Crime Scene,Central Station Locker,OFF064,FSL Chikkaballapura,FSL-REPORT-1089,Intact Chain of Custody,evidence_1089.jpg,Indexed via AI OCR
EVD01090,KSP/DIS005/2026/01090,Digital Document,Key forensic evidence collected for Property Disputes by Kolar Officer 10.,Kolar Officer 10,2026-11-27,Verified & Cataloged,EV-2026-1090,Kolar Central PS Crime Scene,Central Station Locker,OFF080,FSL Kolar,FSL-REPORT-1090,Intact Chain of Custody,evidence_1090.jpg,Indexed via AI OCR
EVD01091,KSP/DIS006/2026/01091,Physical Weapon,Key forensic evidence collected for Public Disturbance by Tumakuru Officer 11.,Tumakuru Officer 11,2026-12-28,Verified & Cataloged,EV-2026-1091,Tumakuru Cyber Crime PS Crime Scene,Central Station Locker,OFF096,FSL Tumakuru,FSL-REPORT-1091,Intact Chain of Custody,evidence_1091.jpg,Indexed via AI OCR
