AIAnalysisID,CaseID,CrimePattern,SuspectPrediction,RiskScore,MOType,HotspotLocation,AnalysisDate,Recommendation
AI00848,KSP/DIS011/2026/00848,Property Crime Pattern Cluster #9,High match with repeat offender Vikas Sharma,93,Burglary,Mandya Sector 1,2026-09-09,Deploy Hoysala patrol unit to Mandya Traffic PS and monitor CCTV feeds.
AI00849,KSP/DIS012/2026/00849,Property Crime Pattern Cluster #10,No prior criminal record detected,94,Robbery,Hassan Sector 2,2026-10-10,Deploy Hoysala patrol unit to Hassan Town PS and monitor CCTV feeds.
AI00850,KSP/DIS013/2026/00850,Property Crime Pattern Cluster #11,No prior criminal record detected,45,Chain Snatching,Chamarajanagara Sector 3,2026-11-11,Deploy Hoysala patrol unit to Chamarajanagara Central PS and monitor CCTV feeds.
AI00851,KSP/DIS014/2026/00851,Cyber Crime & Online Fraud Pattern Cluster #12,No prior criminal record detected,46,Cyber Crime,Kodagu Sector 4,2026-12-12,Deploy Hoysala patrol unit to Kodagu Cyber Crime PS and monitor CCTV feeds.
AI00852,KSP/DIS015/2026/00852,Cyber Crime & Online Fraud Pattern Cluster #13,High match with repeat offender Rohan Khan,47,UPI Fraud,Dakshina Kannada (Mangaluru) Sector 5,2026-01-13,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Traffic PS and monitor CCTV feeds.
AI00853,KSP/DIS016/2026/00853,Cyber Crime & Online Fraud Pattern Cluster #14,No prior criminal record detected,48,Online Banking Fraud,Udupi Sector 6,2026-02-14,Deploy Hoysala patrol unit to Udupi Town PS and monitor CCTV feeds.
AI00854,KSP/DIS017/2026/00854,Cyber Crime & Online Fraud Pattern Cluster #15,No prior criminal record detected,49,Identity Theft,Uttara Kannada (Karwar) Sector 7,2026-03-15,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Central PS and monitor CCTV feeds.
AI00855,KSP/DIS018/2026/00855,Cyber Crime & Online Fraud Pattern Cluster #16,No prior criminal record detected,50,ATM Fraud,Belagavi Sector 8,2026-04-16,Deploy Hoysala patrol unit to Belagavi Cyber Crime PS and monitor CCTV feeds.
AI00856,KSP/DIS019/2026/00856,Crime Against Women & Children Pattern Cluster #17,High match with repeat offender Santosh Shetty,51,Rape,Dharwad Sector 1,2026-05-17,Deploy Hoysala patrol unit to Dharwad Traffic PS and monitor CCTV feeds.
AI00857,KSP/DIS020/2026/00857,Crime Against Women & Children Pattern Cluster #18,No prior criminal record detected,52,Sexual Assault,Hubballi City Sector 2,2026-06-18,Deploy Hoysala patrol unit to Hubballi City Town PS and monitor CCTV feeds.
AI00858,KSP/DIS021/2026/00858,Crime Against Women & Children Pattern Cluster #19,No prior criminal record detected,53,POCSO,Gadag Sector 3,2026-07-19,Deploy Hoysala patrol unit to Gadag Central PS and monitor CCTV feeds.
AI00859,KSP/DIS022/2026/00859,Crime Against Women & Children Pattern Cluster #20,No prior criminal record detected,54,Domestic Violence,Haveri Sector 4,2026-08-20,Deploy Hoysala patrol unit to Haveri Cyber Crime PS and monitor CCTV feeds.
AI00860,KSP/DIS023/2026/00860,Organized Crime & Extortion Pattern Cluster #1,High match with repeat offender Manjunath Naik,55,Illegal Weapons,Vijayapura Sector 5,2026-09-21,Deploy Hoysala patrol unit to Vijayapura Traffic PS and monitor CCTV feeds.
AI00861,KSP/DIS024/2026/00861,Narcotics & Contraband Pattern Cluster #2,No prior criminal record detected,56,Drug Trafficking,Bagalkote Sector 6,2026-10-22,Deploy Hoysala patrol unit to Bagalkote Town PS and monitor CCTV feeds.
AI00862,KSP/DIS025/2026/00862,Organized Crime & Extortion Pattern Cluster #3,No prior criminal record detected,57,Human Trafficking,Kalaburagi Sector 7,2026-11-23,Deploy Hoysala patrol unit to Kalaburagi Central PS and monitor CCTV feeds.
AI00863,KSP/DIS026/2026/00863,Public Disturbance & Miscellaneous Pattern Cluster #4,No prior criminal record detected,58,Gambling,Bidar Sector 8,2026-12-24,Deploy Hoysala patrol unit to Bidar Cyber Crime PS and monitor CCTV feeds.
AI00864,KSP/DIS027/2026/00864,Environmental & Forest Crime Pattern Cluster #5,High match with repeat offender Praveen Kumar,59,Wildlife Crime,Raichur Sector 1,2026-01-25,Deploy Hoysala patrol unit to Raichur Traffic PS and monitor CCTV feeds.
AI00865,KSP/DIS028/2026/00865,Environmental & Forest Crime Pattern Cluster #6,No prior criminal record detected,60,Forest Crime,Koppal Sector 2,2026-02-26,Deploy Hoysala patrol unit to Koppal Town PS and monitor CCTV feeds.
AI00866,KSP/DIS029/2026/00866,Terror & National Security Pattern Cluster #7,No prior criminal record detected,61,Terror Related Activity,Yadgir Sector 3,2026-03-27,Deploy Hoysala patrol unit to Yadgir Central PS and monitor CCTV feeds.
AI00867,KSP/DIS030/2026/00867,Economic & White Collar Offence Pattern Cluster #8,No prior criminal record detected,62,Corruption,Ballari Sector 4,2026-04-28,Deploy Hoysala patrol unit to Ballari Cyber Crime PS and monitor CCTV feeds.
AI00868,KSP/DIS031/2026/00868,Economic & White Collar Offence Pattern Cluster #9,High match with repeat offender Vikas Verma,63,Economic Offence,Vijayanagara (Hospete) Sector 5,2026-05-01,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Traffic PS and monitor CCTV feeds.
AI00869,KSP/DIS001/2026/00869,Economic & White Collar Offence Pattern Cluster #10,No prior criminal record detected,64,White Collar Crime,Bengaluru Urban Sector 6,2026-06-02,Deploy Hoysala patrol unit to Cubbon Park Police Station and monitor CCTV feeds.
AI00870,KSP/DIS002/2026/00870,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,65,Smuggling,Bengaluru Rural Sector 7,2026-07-03,Deploy Hoysala patrol unit to Bengaluru Rural Central PS and monitor CCTV feeds.
AI00871,KSP/DIS003/2026/00871,Organized Crime & Extortion Pattern Cluster #12,No prior criminal record detected,66,Extortion,Ramanagara Sector 8,2026-08-04,Deploy Hoysala patrol unit to Ramanagara Cyber Crime PS and monitor CCTV feeds.
AI00872,KSP/DIS004/2026/00872,Organized Crime & Extortion Pattern Cluster #13,High match with repeat offender Rohan Kulkarni,67,Blackmail,Chikkaballapura Sector 1,2026-09-05,Deploy Hoysala patrol unit to Chikkaballapura Traffic PS and monitor CCTV feeds.
AI00873,KSP/DIS005/2026/00873,Economic & White Collar Offence Pattern Cluster #14,No prior criminal record detected,68,Counterfeit Currency,Kolar Sector 2,2026-10-06,Deploy Hoysala patrol unit to Kolar Town PS and monitor CCTV feeds.
AI00874,KSP/DIS006/2026/00874,Economic & White Collar Offence Pattern Cluster #15,No prior criminal record detected,69,Fake Documents,Tumakuru Sector 3,2026-11-07,Deploy Hoysala patrol unit to Tumakuru Central PS and monitor CCTV feeds.
AI00875,KSP/DIS007/2026/00875,Traffic & Road Incident Pattern Cluster #16,No prior criminal record detected,70,Hit and Run,Shivamogga Sector 4,2026-12-08,Deploy Hoysala patrol unit to Shivamogga Cyber Crime PS and monitor CCTV feeds.
AI00876,KSP/DIS008/2026/00876,Traffic & Road Incident Pattern Cluster #17,High match with repeat offender Santosh Deshmukh,71,Road Accident,Chitradurga Sector 5,2026-01-09,Deploy Hoysala patrol unit to Chitradurga Traffic PS and monitor CCTV feeds.
AI00877,KSP/DIS009/2026/00877,Public Disturbance & Miscellaneous Pattern Cluster #18,No prior criminal record detected,72,Fire Incident,Davanagere Sector 6,2026-02-10,Deploy Hoysala patrol unit to Davanagere Town PS and monitor CCTV feeds.
AI00878,KSP/DIS010/2026/00878,Public Disturbance & Miscellaneous Pattern Cluster #19,No prior criminal record detected,73,Unknown Dead Body,Mysuru Sector 7,2026-03-11,Deploy Hoysala patrol unit to Mysuru Central PS and monitor CCTV feeds.
AI00879,KSP/DIS011/2026/00879,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,74,Suicide Investigation,Mandya Sector 8,2026-04-12,Deploy Hoysala patrol unit to Mandya Cyber Crime PS and monitor CCTV feeds.
AI00880,KSP/DIS012/2026/00880,Public Disturbance & Miscellaneous Pattern Cluster #1,High match with repeat offender Manjunath Gowda,75,Property Disputes,Hassan Sector 1,2026-05-13,Deploy Hoysala patrol unit to Hassan Traffic PS and monitor CCTV feeds.
AI00881,KSP/DIS013/2026/00881,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,76,Public Disturbance,Chamarajanagara Sector 2,2026-06-14,Deploy Hoysala patrol unit to Chamarajanagara Town PS and monitor CCTV feeds.
AI00882,KSP/DIS014/2026/00882,Narcotics & Contraband Pattern Cluster #3,No prior criminal record detected,77,Synthetic Drugs (MDMA),Kodagu Sector 3,2026-07-15,Deploy Hoysala patrol unit to Kodagu Central PS and monitor CCTV feeds.
AI00883,KSP/DIS015/2026/00883,Violent Crime Pattern Cluster #4,No prior criminal record detected,78,Murder,Dakshina Kannada (Mangaluru) Sector 4,2026-08-16,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Cyber Crime PS and monitor CCTV feeds.
AI00884,KSP/DIS016/2026/00884,Violent Crime Pattern Cluster #5,High match with repeat offender Praveen Sharma,79,Attempt to Murder,Udupi Sector 5,2026-09-17,Deploy Hoysala patrol unit to Udupi Traffic PS and monitor CCTV feeds.
AI00885,KSP/DIS017/2026/00885,Violent Crime Pattern Cluster #6,No prior criminal record detected,80,Assault & Grievous Hurt,Uttara Kannada (Karwar) Sector 6,2026-10-18,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Town PS and monitor CCTV feeds.
AI00886,KSP/DIS018/2026/00886,Violent Crime Pattern Cluster #7,No prior criminal record detected,81,Kidnapping,Belagavi Sector 7,2026-11-19,Deploy Hoysala patrol unit to Belagavi Central PS and monitor CCTV feeds.
AI00887,KSP/DIS019/2026/00887,Violent Crime Pattern Cluster #8,No prior criminal record detected,82,Missing Person,Dharwad Sector 8,2026-12-20,Deploy Hoysala patrol unit to Dharwad Cyber Crime PS and monitor CCTV feeds.
AI00888,KSP/DIS020/2026/00888,Property Crime Pattern Cluster #9,High match with repeat offender Vikas Khan,83,Theft,Hubballi City Sector 1,2026-01-21,Deploy Hoysala patrol unit to Hubballi City Traffic PS and monitor CCTV feeds.
AI00889,KSP/DIS021/2026/00889,Vehicle Theft Pattern Cluster #10,No prior criminal record detected,84,Vehicle Theft,Gadag Sector 2,2026-02-22,Deploy Hoysala patrol unit to Gadag Town PS and monitor CCTV feeds.
AI00890,KSP/DIS022/2026/00890,Property Crime Pattern Cluster #11,No prior criminal record detected,85,Burglary,Haveri Sector 3,2026-03-23,Deploy Hoysala patrol unit to Haveri Central PS and monitor CCTV feeds.
AI00891,KSP/DIS023/2026/00891,Property Crime Pattern Cluster #12,No prior criminal record detected,86,Robbery,Vijayapura Sector 4,2026-04-24,Deploy Hoysala patrol unit to Vijayapura Cyber Crime PS and monitor CCTV feeds.
AI00892,KSP/DIS024/2026/00892,Property Crime Pattern Cluster #13,High match with repeat offender Rohan Shetty,87,Chain Snatching,Bagalkote Sector 5,2026-05-25,Deploy Hoysala patrol unit to Bagalkote Traffic PS and monitor CCTV feeds.
AI00893,KSP/DIS025/2026/00893,Cyber Crime & Online Fraud Pattern Cluster #14,No prior criminal record detected,88,Cyber Crime,Kalaburagi Sector 6,2026-06-26,Deploy Hoysala patrol unit to Kalaburagi Town PS and monitor CCTV feeds.
AI00894,KSP/DIS026/2026/00894,Cyber Crime & Online Fraud Pattern Cluster #15,No prior criminal record detected,89,UPI Fraud,Bidar Sector 7,2026-07-27,Deploy Hoysala patrol unit to Bidar Central PS and monitor CCTV feeds.
AI00895,KSP/DIS027/2026/00895,Cyber Crime & Online Fraud Pattern Cluster #16,No prior criminal record detected,90,Online Banking Fraud,Raichur Sector 8,2026-08-28,Deploy Hoysala patrol unit to Raichur Cyber Crime PS and monitor CCTV feeds.
AI00896,KSP/DIS028/2026/00896,Cyber Crime & Online Fraud Pattern Cluster #17,High match with repeat offender Santosh Naik,91,Identity Theft,Koppal Sector 1,2026-09-01,Deploy Hoysala patrol unit to Koppal Traffic PS and monitor CCTV feeds.
AI00897,KSP/DIS029/2026/00897,Cyber Crime & Online Fraud Pattern Cluster #18,No prior criminal record detected,92,ATM Fraud,Yadgir Sector 2,2026-10-02,Deploy Hoysala patrol unit to Yadgir Town PS and monitor CCTV feeds.
AI00898,KSP/DIS030/2026/00898,Crime Against Women & Children Pattern Cluster #19,No prior criminal record detected,93,Rape,Ballari Sector 3,2026-11-03,Deploy Hoysala patrol unit to Ballari Central PS and monitor CCTV feeds.
AI00899,KSP/DIS031/2026/00899,Crime Against Women & Children Pattern Cluster #20,No prior criminal record detected,94,Sexual Assault,Vijayanagara (Hospete) Sector 4,2026-12-04,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Cyber Crime PS and monitor CCTV feeds.
AI00900,KSP/DIS001/2026/00900,Crime Against Women & Children Pattern Cluster #1,High match with repeat offender Manjunath Kumar,45,POCSO,Bengaluru Urban Sector 5,2026-01-05,Deploy Hoysala patrol unit to Jayanagar Police Station and monitor CCTV feeds.
AI00901,KSP/DIS002/2026/00901,Crime Against Women & Children Pattern Cluster #2,No prior criminal record detected,46,Domestic Violence,Bengaluru Rural Sector 6,2026-02-06,Deploy Hoysala patrol unit to Bengaluru Rural Town PS and monitor CCTV feeds.
AI00902,KSP/DIS003/2026/00902,Organized Crime & Extortion Pattern Cluster #3,No prior criminal record detected,47,Illegal Weapons,Ramanagara Sector 7,2026-03-07,Deploy Hoysala patrol unit to Ramanagara Central PS and monitor CCTV feeds.
AI00903,KSP/DIS004/2026/00903,Narcotics & Contraband Pattern Cluster #4,No prior criminal record detected,48,Drug Trafficking,Chikkaballapura Sector 8,2026-04-08,Deploy Hoysala patrol unit to Chikkaballapura Cyber Crime PS and monitor CCTV feeds.
AI00904,KSP/DIS005/2026/00904,Organized Crime & Extortion Pattern Cluster #5,High match with repeat offender Praveen Verma,49,Human Trafficking,Kolar Sector 1,2026-05-09,Deploy Hoysala patrol unit to Kolar Traffic PS and monitor CCTV feeds.
AI00905,KSP/DIS006/2026/00905,Public Disturbance & Miscellaneous Pattern Cluster #6,No prior criminal record detected,50,Gambling,Tumakuru Sector 2,2026-06-10,Deploy Hoysala patrol unit to Tumakuru Town PS and monitor CCTV feeds.
AI00906,KSP/DIS007/2026/00906,Environmental & Forest Crime Pattern Cluster #7,No prior criminal record detected,51,Wildlife Crime,Shivamogga Sector 3,2026-07-11,Deploy Hoysala patrol unit to Shivamogga Central PS and monitor CCTV feeds.
AI00907,KSP/DIS008/2026/00907,Environmental & Forest Crime Pattern Cluster #8,No prior criminal record detected,52,Forest Crime,Chitradurga Sector 4,2026-08-12,Deploy Hoysala patrol unit to Chitradurga Cyber Crime PS and monitor CCTV feeds.
AI00908,KSP/DIS009/2026/00908,Terror & National Security Pattern Cluster #9,High match with repeat offender Vikas Kulkarni,53,Terror Related Activity,Davanagere Sector 5,2026-09-13,Deploy Hoysala patrol unit to Davanagere Traffic PS and monitor CCTV feeds.
AI00909,KSP/DIS010/2026/00909,Economic & White Collar Offence Pattern Cluster #10,No prior criminal record detected,54,Corruption,Mysuru Sector 6,2026-10-14,Deploy Hoysala patrol unit to Mysuru Town PS and monitor CCTV feeds.
AI00910,KSP/DIS011/2026/00910,Economic & White Collar Offence Pattern Cluster #11,No prior criminal record detected,55,Economic Offence,Mandya Sector 7,2026-11-15,Deploy Hoysala patrol unit to Mandya Central PS and monitor CCTV feeds.
AI00911,KSP/DIS012/2026/00911,Economic & White Collar Offence Pattern Cluster #12,No prior criminal record detected,56,White Collar Crime,Hassan Sector 8,2026-12-16,Deploy Hoysala patrol unit to Hassan Cyber Crime PS and monitor CCTV feeds.
AI00912,KSP/DIS013/2026/00912,Organized Crime & Extortion Pattern Cluster #13,High match with repeat offender Rohan Deshmukh,57,Smuggling,Chamarajanagara Sector 1,2026-01-17,Deploy Hoysala patrol unit to Chamarajanagara Traffic PS and monitor CCTV feeds.
AI00913,KSP/DIS014/2026/00913,Organized Crime & Extortion Pattern Cluster #14,No prior criminal record detected,58,Extortion,Kodagu Sector 2,2026-02-18,Deploy Hoysala patrol unit to Kodagu Town PS and monitor CCTV feeds.
AI00914,KSP/DIS015/2026/00914,Organized Crime & Extortion Pattern Cluster #15,No prior criminal record detected,59,Blackmail,Dakshina Kannada (Mangaluru) Sector 3,2026-03-19,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Central PS and monitor CCTV feeds.
AI00915,KSP/DIS016/2026/00915,Economic & White Collar Offence Pattern Cluster #16,No prior criminal record detected,60,Counterfeit Currency,Udupi Sector 4,2026-04-20,Deploy Hoysala patrol unit to Udupi Cyber Crime PS and monitor CCTV feeds.
AI00916,KSP/DIS017/2026/00916,Economic & White Collar Offence Pattern Cluster #17,High match with repeat offender Santosh Gowda,61,Fake Documents,Uttara Kannada (Karwar) Sector 5,2026-05-21,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Traffic PS and monitor CCTV feeds.
AI00917,KSP/DIS018/2026/00917,Traffic & Road Incident Pattern Cluster #18,No prior criminal record detected,62,Hit and Run,Belagavi Sector 6,2026-06-22,Deploy Hoysala patrol unit to Belagavi Town PS and monitor CCTV feeds.
AI00918,KSP/DIS019/2026/00918,Traffic & Road Incident Pattern Cluster #19,No prior criminal record detected,63,Road Accident,Dharwad Sector 7,2026-07-23,Deploy Hoysala patrol unit to Dharwad Central PS and monitor CCTV feeds.
AI00919,KSP/DIS020/2026/00919,Public Disturbance & Miscellaneous Pattern Cluster #20,No prior criminal record detected,64,Fire Incident,Hubballi City Sector 8,2026-08-24,Deploy Hoysala patrol unit to Hubballi City Cyber Crime PS and monitor CCTV feeds.
AI00920,KSP/DIS021/2026/00920,Public Disturbance & Miscellaneous Pattern Cluster #1,High match with repeat offender Manjunath Sharma,65,Unknown Dead Body,Gadag Sector 1,2026-09-25,Deploy Hoysala patrol unit to Gadag Traffic PS and monitor CCTV feeds.
AI00921,KSP/DIS022/2026/00921,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,66,Suicide Investigation,Haveri Sector 2,2026-10-26,Deploy Hoysala patrol unit to Haveri Town PS and monitor CCTV feeds.
AI00922,KSP/DIS023/2026/00922,Public Disturbance & Miscellaneous Pattern Cluster #3,No prior criminal record detected,67,Property Disputes,Vijayapura Sector 3,2026-11-27,Deploy Hoysala patrol unit to Vijayapura Central PS and monitor CCTV feeds.
AI00923,KSP/DIS024/2026/00923,Public Disturbance & Miscellaneous Pattern Cluster #4,No prior criminal record detected,68,Public Disturbance,Bagalkote Sector 4,2026-12-28,Deploy Hoysala patrol unit to Bagalkote Cyber Crime PS and monitor CCTV feeds.
